Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2013	HSA04670 LEUKOCYTE TRANSENDOTHELIAL MIGRATION	42/115	0.2236229933984228	0.37662819940787	0	0	1.180440979843084	1.7680570749399254	ITGB1;NCF1;ROCK1;ROCK2;CTNND1;PXN;ITGB2;GNAI3;CXCR4;PIK3R2;PIK3R1;PIK3CB;ITGAL;CLDN1;PIK3CG;GNAI1;ICAM1;GNAI2;RAP1B;RAP1A;RAC2;CTNNA1;PTK2B;CTNNA3;RAC1;CTNNA2;CD99;ACTN3;ITGA4;ACTN2;ACTN1;MSN;PTPN11;ACTN4;RHOA;PIK3CA;CLDN7;PECAM1;CTNNB1;EZR;NOX1;BCAR1
KEGG_2013	HSA01032 GLYCAN STRUCTURES DEGRADATION	12/30	0.2548131393040129	0.425427154316265	0	0	1.3671453304817192	1.8691949866652628	MANBA;HPSE2;NAGLU;GLB1;MAN2B2;FUCA1;NEU1;FUCA2;MAN2B1;MAN2C1;GUSB;GNS
KEGG_2013	HSA04730 LONG TERM DEPRESSION	28/76	0.2612284033529313	0.4323780469289897	0	0	1.1965033180193976	1.606138368321216	RYR1;ARAF;GNAI3;PPP2R2A;GNAI1;GNAI2;PPP2CA;GNA13;PPP2CB;NRAS;PPP2R1B;PPP2R1A;GNA12;MAPK1;NOS1;HRAS;MAPK3;LYN;MAP2K1;MAP2K2;NOS3;PLA2G4A;GNAO1;PPP2R2C;GNAQ;CRH;GNAS;RAF1
KEGG_2013	HSA00260 GLYCINE SERINE AND THREONINE METABOLISM	17/45	0.2855014244278401	0.4685151580354298	0	0	1.2451023216196735	1.560746045516145	DMGDH;GLDC;SHMT2;GCAT;PISD;GATM;SARS2;RDH12;CBS;RDH11;PSAT1;RDH14;PHGDH;TARS2;RDH13;DLD;PSPH
KEGG_2013	HSA04320 DORSO VENTRAL AXIS FORMATION	11/28	0.2922159608968075	0.4754700380693818	0	0	1.3268313282239732	1.632350373116353	NOTCH2;NOTCH3;MAP2K1;NOTCH1;ERBB4;ERBB2;MAPK1;GRB2;RAF1;EGFR;MAPK3
KEGG_2013	HSA04614 RENIN ANGIOTENSIN SYSTEM	7/17	0.308559915175477	0.4978445690226183	0	0	1.4352617920928104	1.6876371347963186	CTSA;NLN;ACE2;ANPEP;CTSG;THOP1;AGT
KEGG_2013	HSA00627 1,4 DICHLOROBENZENE DEGRADATION	1/1	0.3278998055978834	0.5246396889566135	0	0	13442.0	14988.464301120775	CMBL
KEGG_2013	HSA00791 ATRAZINE DEGRADATION	4/9	0.336369659094559	0.53374359129054	0	0	1.6401586817210865	1.7870259493473255	APOBEC3C;APOBEC3G;ADAR;APOBEC3B
KEGG_2013	HSA00450 SELENOAMINO ACID METABOLISM	11/29	0.3406591000284807	0.5361192393890843	0	0	1.2530251344975647	1.349348946187159	PRMT6;METTL2B;PRMT5;AHCY;CBS;CARM1;PRMT3;MAT2B;SEPHS1;GGT1;SEPHS2
KEGG_2013	HSA00290 VALINE LEUCINE AND ISOLEUCINE BIOSYNTHESIS	5/12	0.3529709599761661	0.5471072411151171	0	0	1.4644328660809662	1.52501570951039	PDHA1;ILVBL;IARS2;PDHB;VARS2
KEGG_2013	HSA00970 AMINOACYL TRNA BIOSYNTHESIS	14/38	0.3533400932201798	0.5471072411151171	0	0	1.196082925835371	1.244314071527816	RARS2;AARS2;DARS2;YARS2;HARS2;FARS2;SARS2;NARS2;IARS2;TARS2;VARS2;FARSA;EARS2;FARSB
KEGG_2013	HSA00340 HISTIDINE METABOLISM	15/41	0.3564844804757653	0.5475601620107756	0	0	1.1829436038514445	1.2201644193511785	PRPS2;PRMT6;PRPS1;METTL2B;PRMT5;PRMT3;HARS2;ALDH3A2;HAL;ALDH1B1;ALDH2;ALDH3B1;CARM1;ALDH7A1;ALDH9A1
KEGG_2013	HSA00130 UBIQUINONE BIOSYNTHESIS	6/15	0.3642051056576444	0.5549792086211724	0	0	1.3668091168091168	1.3805292737788812	NDUFA13;COQ2;NDUFB11;NDUFA12;COQ6;COQ5
KEGG_2013	HSA00271 METHIONINE METABOLISM	7/18	0.3723417550990032	0.5629103699134537	0	0	1.3046863074339796	1.288955900262494	DNMT1;MTAP;AHCY;CBS;MTR;MAT2B;SRM
KEGG_2013	HSA00252 ALANINE AND ASPARTATE METABOLISM	12/33	0.3929734741034811	0.5874424552888461	0	0	1.1715769717602895	1.09426831579898	ADSL;AARS2;PDHA1;PC;NARS2;CAD;DARS2;ABAT;PDHB;DLAT;DLD;ASS1
KEGG_2013	HSA00300 LYSINE BIOSYNTHESIS	2/4	0.3977474957684895	0.5874424552888461	0	0	2.0500305064063453	1.8900008359569331	AASS;AASDHPPT
KEGG_2013	HSA00780 BIOTIN METABOLISM	2/4	0.3977474957684895	0.5874424552888461	0	0	2.0500305064063453	1.8900008359569331	SPCS3;SPCS1
KEGG_2013	HSA00440 AMINOPHOSPHONATE METABOLISM	6/16	0.4344315493619574	0.6367241028816475	0	0	1.23003663003663	1.0255023083127108	PRMT6;PRMT5;METTL2B;CARM1;PRMT3;CHPT1
KEGG_2013	HSA00040 PENTOSE AND GLUCURONATE INTERCONVERSIONS	9/25	0.4392367101408858	0.6388897602049248	0	0	1.1531722400366469	0.9487341845935316	UGDH;UGT1A1;RPE;DCXR;AKR1B1;UGT1A4;UGT2B4;GUSB;XYLB
KEGG_2013	HSA00903 LIMONENE AND PINENE DEGRADATION	10/29	0.4922419744697515	0.7084423305765437	0	0	1.0789152171816223	0.7647187769500293	ALDH3A2;HADHA;DHRS7;ALDH1B1;ALDH2;EHHADH;ACOT11;ESCO2;ALDH7A1;ALDH9A1
KEGG_2013	HSA00361 GAMMA HEXACHLOROCYCLOHEXANE DEGRADATION	8/23	0.496994427584043	0.7084423305765437	0	0	1.09329262086514	0.7644044699249151	PON3;DHRS7;PON2;ACP6;ALPL;ACP2;CMBL;ACP1
KEGG_2013	HSA00534 HEPARAN SULFATE BIOSYNTHESIS	7/20	0.4998209834951579	0.7084423305765437	0	0	1.1038009464203935	0.7654917818493422	EXT1;EXT2;EXTL2;GLCE;EXTL3;HS6ST2;HS2ST1
KEGG_2013	HSA04070 PHOSPHATIDYLINOSITOL SIGNALING SYSTEM	26/78	0.5018133174917184	0.7084423305765437	0	0	1.0249540722596449	0.7067336151876552	DGKE;PIK3R2;PIK3CB;PIK3R1;PIK3CG;PIK3C2B;IMPA1;IMPA2;PTPMT1;PIP4K2A;PLCE1;PIP4K2B;PIP4K2C;CDIPT;FN3K;ITPK1;OCRL;DGKZ;PIK3CA;PI4KA;PIK3C3;CALM3;PI4KB;CALM1;CALM2;CDS2
KEGG_2013	HSA00562 INOSITOL PHOSPHATE METABOLISM	17/51	0.5196579223635205	0.728279716013109	0	0	1.0249197370432657	0.6708965997357632	FN3K;ISYNA1;ITPK1;OCRL;PIK3CB;PIK3CG;IMPA1;PIK3CA;IMPA2;PTPMT1;PI4KA;PIP4K2A;PLCE1;PIP4K2B;PIK3C3;PIP4K2C;PI4KB
KEGG_2013	HSA00031 INOSITOL METABOLISM	1/2	0.5482922136095306	0.7628413406741296	0	0	2.049870367546134	1.2318632379419363	TPI1
KEGG_2013	HSA00910 NITROGEN METABOLISM	8/24	0.5538246364882781	0.7649951813363266	0	0	1.024885496183206	0.6056122014259522	CA12;GLUD1;GLUD2;HAL;CA1;CA8;GLUL;GLS
KEGG_2013	HSA00626 NAPHTHALENE AND ANTHRACENE DEGRADATION	6/18	0.5684622398541558	0.7796053575142708	0	0	1.0248778998778998	0.5788719337366571	PRMT6;PRMT5;METTL2B;DHRS7;CARM1;PRMT3
KEGG_2013	HSA00641 3 CHLOROACRYLIC ACID DEGRADATION	5/15	0.5783781697966616	0.7875787844039647	0	0	1.0248741034640625	0.5611466032327813	ALDH3A2;ALDH1B1;ALDH2;ALDH7A1;ALDH9A1
KEGG_2013	HSA05217 BASAL CELL CARCINOMA	18/56	0.5909468720041906	0.7949803424179187	0	0	0.9708353452438436	0.5106877018392477	GSK3B;TCF7L2;TCF7L1;FZD2;FZD7;WNT5A;FZD6;AXIN1;WNT8A;FZD10;GLI1;APC;STK36;DVL1;DVL2;DVL3;CTNNB1;TP53
KEGG_2013	HSA00512 O GLYCAN BIOSYNTHESIS	10/31	0.592094734196679	0.7949803424179187	0	0	0.976015940890712	0.5115188601692734	GALNT12;GALNT6;GALNT14;GALNT5;GALNT13;GALNT2;GALNT1;GCNT3;OGT;GALNT10
KEGG_2013	HSA00072 SYNTHESIS AND DEGRADATION OF KETONE BODIES	3/9	0.609396287813424	0.8065984771477702	0	0	1.024866514111365	0.5076025528332269	HMGCS1;HMGCS2;ACAT1
KEGG_2013	HSA04930 TYPE II DIABETES MELLITUS	14/44	0.6105048053459502	0.8065984771477702	0	0	0.956438467807661	0.4719728435894081	IRS1;PIK3R2;PIK3CB;PIK3R1;SLC2A4;TNF;PIK3CG;INS;IKBKB;MAPK9;SOCS1;PIK3CA;MAPK1;MAPK3
KEGG_2013	HSA00860 PORPHYRIN AND CHLOROPHYLL METABOLISM	13/41	0.6164764115245478	0.8065984771477702	0	0	0.951555167521554	0.4603007473826592	FECH;UGT1A1;COX15;HCCS;CP;FTH1;HMOX1;UGT1A4;UGT2B4;GUSB;HMOX2;EARS2;BLVRA
KEGG_2013	HSA00532 CHONDROITIN SULFATE BIOSYNTHESIS	7/22	0.6175519590662616	0.8065984771477702	0	0	0.9564850150104308	0.4610181921013699	CHPF;B3GAT3;XYLT2;B3GALT6;CHST13;CHST14;B4GALT7
KEGG_2013	HSA00120 BILE ACID BIOSYNTHESIS	12/38	0.6230361161558765	0.8082630696076236	0	0	0.9459211732355636	0.4475633508833745	HADHB;ALDH3A2;ALDH1B1;ALDH2;RDH12;SOAT1;RDH11;ACAD9;RDH14;RDH13;ALDH7A1;ALDH9A1
KEGG_2013	HSA00520 NUCLEOTIDE SUGARS METABOLISM	2/6	0.6380457894725078	0.8221798092531644	0	0	1.024862721171446	0.4605171729901211	UGDH;UXS1
KEGG_2013	HSA04940 TYPE I DIABETES MELLITUS	14/45	0.6491036983454452	0.83085273388217	0	0	0.9255166022556984	0.3999738400834433	PTPRN2;HLA-B;GZMB;HLA-C;HLA-A;TNF;HLA-G;HSPD1;INS;HLA-E;HLA-DMB;HLA-DPB1;FAS;HLA-DQB1
KEGG_2013	HSA00561 GLYCEROLIPID METABOLISM	18/58	0.6596237357887466	0.838495749284462	0	0	0.9221559633027524	0.3836959130214302	DGKE;DGAT2;DGAT1;GK;AGK;AKR1A1;AKR1B1;DGKZ;AGPAT2;AGPAT3;ALDH3A2;ALDH2;ALDH1B1;GLB1;ALDH7A1;GLA;MGLL;ALDH9A1
KEGG_2013	HSA00600 SPHINGOLIPID METABOLISM	12/39	0.6638091348501991	0.838495749284462	0	0	0.9108191601317174	0.3732178222527845	UGCG;UGT8;ASAH1;GAL3ST1;SMPD4;SPTLC1;SPTLC2;GLB1;NEU1;DEGS1;GLA;SGPP1
KEGG_2013	HSA00710 CARBON FIXATION	7/23	0.6702958361274924	0.8411555590619513	0	0	0.8966379178751336	0.358687551551766	TPI1;MDH1;MDH2;RPE;PGK1;ALDOA;TKT
KEGG_2013	HSA04630 JAK STAT SIGNALING PATHWAY	48/153	0.6748705142891966	0.8413970048280893	0	0	0.9365459732280008	0.3682821286887489	IFNA4;CSF3;IFNA6;IFNA2;CSF2RB;PIK3R2;PIK3R1;PIK3CB;CBL;PIK3CG;CCND3;SOCS1;CCND1;MYC;AKT2;AKT3;PIM1;STAT4;AKT1;EP300;STAT6;JAK2;IL13RA1;JAK1;IL12RB2;PIAS4;PIAS3;CREBBP;IFNA14;IL11RA;IFNGR1;IL10RB;STAT1;IFNA17;STAT2;STAT3;LIFR;PTPN11;TYK2;OSMR;PIAS2;PIAS1;PIK3CA;GRB2;IL6ST;STAM2;IFNA10;BCL2L1
KEGG_2013	HSA00531 GLYCOSAMINOGLYCAN DEGRADATION	5/17	0.7024415228289935	0.870121112149463	0	0	0.8539345846685996	0.3016038225949136	HPSE2;NAGLU;GLB1;GUSB;GNS
KEGG_2013	HSA00760 NICOTINATE AND NICOTINAMIDE METABOLISM	7/24	0.7182545193711873	0.8840055623029999	0	0	0.84383165569693	0.2792502974720159	NNMT;NMNAT1;NNT;QPRT;ENPP1;CD38;NT5C2
KEGG_2013	HSA00940 PHENYLPROPANOID BIOSYNTHESIS	2/7	0.7265307827171255	0.8869612359821443	0	0	0.8198291641244662	0.2619144513102115	LPO;PRDX6
KEGG_2013	HSA04740 OLFACTORY TRANSDUCTION	9/31	0.7333354446193662	0.8869612359821443	0	0	0.8382959230416858	0.2599991984357687	CAMK2B;CAMK2D;GNAL;CALM3;ARRB2;PRKACA;CALM1;PRKACB;CALM2
KEGG_2013	HSA00960 ALKALOID BIOSYNTHESIS II	6/21	0.7345147735477132	0.8869612359821443	0	0	0.8197191697191697	0.2529203904279617	AADAC;PPME1;ESCO2;DDHD1;PRDX6;CES1
KEGG_2013	HSA00632 BENZOATE DEGRADATION VIA COA LIGATION	8/28	0.7463765885610585	0.8956519062732702	0	0	0.8196641221374046	0.2397722438436223	FN3K;GCDH;HADHA;DHRS7;EHHADH;ACOT11;ESCO2;ACAT1
KEGG_2013	HSA00460 CYANOAMINO ACID METABOLISM	2/8	0.7959117852022566	0.9433832445104168	0	0	0.6831401260931462	0.1559382938023259	SHMT2;GGT1
KEGG_2013	HSA00830 RETINOL METABOLISM	1/4	0.7959796125556643	0.9433832445104168	0	0	0.6831884500025418	0.1558911059269915	ALDH1A2
KEGG_2013	HSA00272 CYSTEINE METABOLISM	4/17	0.8595567550068391	0.9999941691242532	0	0	0.6304546841623436	0.0954120181496135	LDHC;LDHB;LDHA;LDHAL6A
KEGG_2013	HSA00920 SULFUR METABOLISM	3/14	0.8869071594846599	0.9999941691242532	0	0	0.5588100686498856	0.0670655737084744	CHST13;SUOX;SULT1A3
KEGG_2013	HSA04020 CALCIUM SIGNALING PATHWAY	50/174	0.890738700202513	0.9999941691242532	0	0	0.825163074726887	0.095474800662038	CHRM2;RYR1;OXTR;HTR2B;ATP2A3;ATP2A2;ATP2A1;MYLK;PPP3CA;PPP3CC;BDKRB2;PLCE1;CD38;NOS1;PRKACA;PRKACB;PDGFRB;F2R;TNNC2;ADCY9;VDAC3;VDAC2;VDAC1;SLC25A5;SLC25A4;SLC25A6;CAMK2B;CAMK2D;ADCY2;ADCY1;EGFR;GNA15;ERBB3;TBXA2R;ERBB4;ERBB2;PTK2B;NOS3;ATP2B4;ATP2B3;ATP2B2;ATP2B1;GRIN2D;GNAL;GNAQ;P2RX1;GNAS;CALM3;CALM1;CALM2
KEGG_2013	HSA00150 ANDROGEN AND ESTROGEN METABOLISM	14/54	0.8908568978509548	0.9999941691242532	0	0	0.7167940097799511	0.0828409394638393	PRMT6;PRMT5;METTL2B;UGT1A1;PRMT3;HSD17B3;HSD17B12;HSD17B8;HSD17B1;CYP11B1;CARM1;HSD17B2;UGT2B4;UGT1A4
KEGG_2013	HSA00590 ARACHIDONIC ACID METABOLISM	14/54	0.8908568978509548	0.9999941691242532	0	0	0.7167940097799511	0.0828409394638393	CYP2J2;CBR1;GPX2;GPX1;GPX4;PTGES2;GPX5;PLA2G4A;PTGS2;PTGS1;TBXAS1;GGT1;PTGES;CBR3
KEGG_2013	HSA00592 ALPHA LINOLENIC ACID METABOLISM	3/15	0.914160478392261	0.9999941691242532	0	0	0.5122044241037376	0.0459699090416193	FADS2;ACOX1;PLA2G4A
KEGG_2013	HSA00533 KERATAN SULFATE BIOSYNTHESIS	3/16	0.9352923858838808	0.9999941691242532	0	0	0.4727688787185354	0.0316263877591388	B4GALT3;FUT8;B4GALT1
KEGG_2013	HSA00770 PANTOTHENATE AND COA BIOSYNTHESIS	3/16	0.9352923858838808	0.9999941691242532	0	0	0.4727688787185354	0.0316263877591388	PANK4;ILVBL;ENPP1
KEGG_2013	HSA00430 TAURINE AND HYPOTAURINE METABOLISM	1/8	0.9583908768167162	0.9999941691242532	0	0	0.292707902132944	0.012439960224317	GGT1
KEGG_2013	HSA04514 CELL ADHESION MOLECULES	35/134	0.9614516693998296	0.9999941691242532	0	0	0.7231675950057063	0.0284284276243156	ITGB1;CD40;CNTNAP1;SDC4;SDC2;NRXN1;ITGB2;ICAM2;ICAM3;PTPRM;ITGAL;PVR;CLDN1;GLG1;PTPRF;ICAM1;HLA-DMB;CDH2;NEO1;CD99;MPZL1;ITGA4;HLA-B;HLA-C;HLA-A;HLA-G;HLA-E;VCAN;CD4;NFASC;CLDN7;PECAM1;HLA-DPB1;ITGA6;HLA-DQB1
KEGG_2013	HSA00565 ETHER LIPID METABOLISM	6/31	0.968224106110982	0.9999941691242532	0	0	0.4914652014652014	0.0158702487743995	AGPS;PLA2G4A;CHPT1;PLD1;AGPAT2;AGPAT3
KEGG_2013	HSA00591 LINOLEIC ACID METABOLISM	6/31	0.968224106110982	0.9999941691242532	0	0	0.4914652014652014	0.0158702487743995	CYP2J2;RDH12;RDH11;PLA2G4A;RDH14;RDH13
KEGG_2013	HSA00642 ETHYLBENZENE DEGRADATION	2/15	0.978578104772002	0.9999941691242532	0	0	0.3151311775472849	0.0068240630461334	DHRS7;ESCO2
KEGG_2013	HSA00564 GLYCEROPHOSPHOLIPID METABOLISM	15/68	0.9810914209729584	0.9999941691242532	0	0	0.5791440658171343	0.0110556471755392	DGKE;PLA2G4A;ESCO2;PLD1;DGKZ;AGPAT2;AGPAT3;PISD;GNPAT;PTDSS2;PTDSS1;GPD2;CHPT1;CDIPT;CDS2
KEGG_2013	HSA04340 HEDGEHOG SIGNALING PATHWAY	12/57	0.9821141867530502	0.9999941691242532	0	0	0.545758223851716	0.0098496793859074	GSK3B;CSNK1G3;FBXW11;STK36;CSNK1A1;WNT5A;WNT8A;LRP2;GLI1;BTRC;PRKACA;PRKACB
KEGG_2013	HSA04950 MATURITY ONSET DIABETES OF THE YOUNG	4/25	0.9829880624983328	0.9999941691242532	0	0	0.390048970457881	0.0066925783643746	NR5A2;HNF4A;PAX6;INS
KEGG_2013	HSA00604 GLYCOSPHINGOLIPID BIOSYNTHESIS GANGLIOSERIES	2/16	0.9847616980731728	0.9999941691242532	0	0	0.2926000174322322	0.0044930482337706	GLB1;SLC33A1
KEGG_2013	HSA00140 C21 STEROID HORMONE METABOLISM	1/11	0.987374472897079	0.9999941691242532	0	0	0.2048497788622846	0.0026028021040719	CYP11B1
KEGG_2013	HSA04710 CIRCADIAN RHYTHM	1/13	0.9942988651591226	0.9999941691242532	0	0	0.1706827309236948	0.0009758696971518618	ARNTL
KEGG_2013	HSA00624 1 AND 2 METHYLNAPHTHALENE DEGRADATION	3/25	0.995910514956982	0.9999941691242532	0	0	0.2791762013729977	0.0011440277396977	DHRS7;ACAD9;ESCO2
KEGG_2013	HSA00360 PHENYLALANINE METABOLISM	4/30	0.9960881438633444	0.9999941691242532	0	0	0.3149221849252365	0.0012343461510987	ALDH3B1;LPO;ESCO2;PRDX6
KEGG_2013	HSA00603 GLYCOSPHINGOLIPID BIOSYNTHESIS GLOBOSERIES	1/14	0.9961687597399124	0.9999941691242532	0	0	0.1575415586396217	0.0006047387529626542	GLA
KEGG_2013	HSA00602 GLYCOSPHINGOLIPID BIOSYNTHESIS NEO LACTOSERIES	2/21	0.997334088012982	0.9999941691242532	0	0	0.2155197328281044	0.000575323861769799	B4GALT3;B4GALT1
KEGG_2013	HSA01031 GLYCAN STRUCTURES BIOSYNTHESIS 2	11/62	0.9974479126516412	0.9999941691242532	0	0	0.4411570035070695	0.001127310317133	PIGS;B4GALT3;UGCG;PIGU;B4GALT1;PIGT;PIGO;PIGQ;PIGK;PIGG;PIGX
KEGG_2013	HSA04640 HEMATOPOIETIC CELL LINEAGE	17/88	0.998333121411804	0.9999941691242532	0	0	0.4894522308903105	0.0008165381678293653	CSF1R;CSF3;TFRC;ITGA4;ITGA3;IL11RA;ITGB3;DNTT;GP1BA;TNF;CD4;ANPEP;CD38;ITGA6;CD14;CD33;CD44
KEGG_2013	HSA00980 METABOLISM OF XENOBIOTICS BY CYTOCHROME P450	12/70	0.998971074997524	0.9999941691242532	0	0	0.4230222194127501	0.0004354822158663897	GSTM2;UGT1A1;GSTA4;GSTP1;MGST3;ALDH3B1;CYP2S1;MGST1;CYP1B1;UGT2B4;MGST2;UGT1A4
KEGG_2013	HSA04742 TASTE TRANSDUCTION	8/53	0.998992399997876	0.9999941691242532	0	0	0.3636166242578456	0.0003665648177589134	GNAT3;GNB1;GNAS;GNB3;PRKACA;TAS2R39;PRKACB;ADCY6
KEGG_2013	HSA04060 CYTOKINE CYTOKINE RECEPTOR INTERACTION	61/257	0.999442560915866	0.9999941691242532	0	0	0.6345204851218615	0.0003538051396614404	IFNA4;CD40;CSF3;IFNA6;BMPR2;FLT4;IFNA2;CXCL13;TNF;CXCL5;IL13RA1;ACVR1;PDGFRB;IFNA14;TNFRSF12A;IFNGR1;IL11RA;IFNA17;IL18;LIFR;OSMR;TNFRSF1B;TGFBR1;IL17RA;TNFRSF1A;TGFBR2;IL6ST;MET;TNFRSF21;IFNA10;CSF1R;CXCR4;CSF2RB;ACVR1B;EGFR;IL12RB2;CCL25;TGFB2;TGFB1;CCL21;TNFSF15;IL10RB;CD70;VEGFB;TNFRSF10B;TNFRSF10A;GDF5;ACVR2A;TNFRSF10D;INHBE;TNFSF4;TNFSF9;CD27;FAS;LTBR;BMPR1B;CCL28;IL18R1;CCL26;PF4;BMPR1A
KEGG_2013	HSA00350 TYROSINE METABOLISM	8/59	0.9998008048267796	0.9999941691242532	0	0	0.3206945068103577	6.388716105325148e-05	PRMT6;PRMT5;METTL2B;ALDH3B1;CARM1;PRMT3;ESCO2;COMT
KEGG_2013	HSA04080 NEUROACTIVE LIGAND RECEPTOR INTERACTION	23/254	0.9999941691242532	0.9999941691242532	0	0	0.2012824716726782	1.1736565040566886e-06	GABRA2;CHRM2;GHSR;PRSS1;OXTR;THRA;F2R;HTR2B;GPR50;F2;NR3C1;RXFP2;GRIN2D;GRM2;GLRB;TBXA2R;PARD3;P2RX1;BDKRB2;F2RL1;CTSG;PRSS3;PRSS2
